Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2016-2017,Aaron Ekblad,FLA,D,33.6,23.1,64.6,46.8,53.3,81.2,90.4,95.6,36.2,24.5,42.4,91.7,21.0,69.0,54.1,153,177,82,60.0,79.0,44,23,11,147,158,133,20,182,72,106,229,111,167,Second Pair,68.0,1459.2833333333333,10.0,11.0,21.0,12.091708666535569,38.961038961038966,47.798412370721024,8477932,D,76.0,220.0,1996-02-07,CAN,2014.0,1.0,1.0,R,20,"[None, None, 78, 56, 14]","[None, None, 57, 28, 17]","[None, None, 69, 73, 51]","[None, None, 'FLA', 'FLA', 'FLA']"
2016-2017,Adam Clendening,NYR,D,46.3,60.7,35.4,58.6,,50.7,38.9,31.4,66.8,56.3,49.3,96.5,82.1,33.6,33.2,124,91,149,47.0,,114,141,158,77,90,117,9,42,153,154,229,111,167,Third Pair,32.0,490.1,2.0,9.0,11.0,1.0982981319596181,52.94117647058824,51.60219890655861,8476431,D,72.0,194.0,1992-10-26,USA,2011.0,2.0,36.0,R,23,"[None, None, 34, 30, 58]","[None, None, 49, 49, 64]","[None, None, 28, 32, 38]","[None, None, 'VAN', 'EDM', 'NYR']"
2016-2017,Adam Larsson,EDM,D,27.9,17.5,86.5,,52.7,70.7,38.4,11.8,31.0,1.7,87.3,3.1,93.0,57.2,75.5,166,190,32,,80.0,68,142,203,159,208,30,223,17,99,57,229,111,167,Second Pair,79.0,1591.8166666666666,4.0,15.0,19.0,2.789614964246176,56.8,50.8823469306427,8476457,D,75.0,207.0,1992-11-12,SWE,2011.0,1.0,4.0,R,23,"[30, 53, 36, 26, 31]","[6, 35, 15, 5, 48]","[62, 65, 73, 94, 72]","['NJD', 'NJD', 'NJD', 'NJD', 'EDM']"
2016-2017,Adam McQuaid,BOS,D,55.0,5.2,88.6,,84.4,55.9,21.8,2.6,7.0,39.3,83.0,50.2,11.8,94.3,49.3,104,218,27,,27.0,102,180,224,214,127,40,115,203,14,117,229,111,167,Second Pair,77.0,1405.0,2.0,8.0,10.0,1.9683978986909652,46.51162790697674,53.23819375094166,8471717,D,76.0,210.0,1986-10-12,CAN,2005.0,2.0,55.0,R,29,"[47, 50, 61, 27, 65]","[19, 36, 10, 6, 7]","[77, 75, 92, 80, 88]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2016-2017,Adam Pelech,NYI,D,40.6,10.5,30.1,,53.9,81.7,88.2,16.6,14.4,94.5,70.7,34.5,48.0,17.0,21.8,137,206,161,,78.0,43,28,192,197,13,68,151,120,191,180,229,111,167,Third Pair,44.0,740.7,3.0,7.0,10.0,1.3592669740184766,46.03174603174603,41.90628527200045,8476917,D,75.0,212.0,1994-08-16,CAN,2012.0,3.0,65.0,L,22,"[None, None, None, None, 43]","[None, None, None, None, 14]","[None, None, None, None, 33]","[None, None, None, None, 'NYI']"
2016-2017,Alec Martinez,LAK,D,79.0,82.1,62.9,79.3,65.9,64.6,70.3,77.7,35.8,45.9,67.2,85.2,10.5,97.8,38.4,49,42,86,24.0,58.0,82,69,52,148,113,76,35,206,6,142,229,111,167,Second Pair,82.0,1774.5833333333333,9.0,30.0,39.0,9.109496992814938,42.30769230769231,55.39473728329504,8474166,D,73.0,210.0,1987-07-26,USA,2007.0,4.0,95.0,L,29,"[66, 84, 81, 69, 83]","[52, 51, 71, 65, 90]","[77, 81, 59, 73, 51]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2016-2017,Alex Biega,VAN,D,21.0,38.9,24.9,,,13.1,3.5,58.1,24.0,46.3,97.8,87.3,43.2,1.7,84.7,182,141,173,,,200,215,97,175,112,6,30,131,226,36,229,111,167,Third Pair,36.0,474.06666666666666,0.0,3.0,3.0,1.4194604223864276,44.0,43.244826426343394,8473415,D,70.0,195.0,1988-04-04,CAN,2006.0,5.0,147.0,R,28,"[None, None, None, 22, 21]","[None, None, None, 33, 38]","[None, None, None, 20, 29]","[None, None, None, 'VAN', 'VAN']"
2016-2017,Alex Goligoski,ARI,D,88.2,97.8,50.7,19.8,76.6,76.0,57.6,30.1,87.8,50.2,38.4,25.3,56.3,10.0,87.8,28,6,114,90.0,40.0,56,98,161,29,103,142,172,101,207,29,229,111,167,First Pair,82.0,1913.0,6.0,30.0,36.0,4.453780727773532,45.76271186440678,40.13527721713789,8471274,D,71.0,173.0,1985-07-30,USA,2004.0,2.0,61.0,L,31,"[99, 98, 100, 97, 45]","[97, 93, 99, 99, 87]","[89, 89, 98, 72, 10]","['DAL', 'DAL', 'DAL', 'DAL', 'ARI']"
2016-2017,Alex Pietrangelo,STL,D,90.8,97.4,31.4,18.0,97.0,53.7,76.4,89.5,91.7,92.6,10.9,20.5,83.4,66.4,94.8,22,7,158,92.0,6.0,107,55,25,20,17,205,183,39,78,13,229,111,167,First Pair,80.0,2022.55,14.0,34.0,48.0,9.030341861136883,55.28455284552846,52.21297422930278,8474565,D,75.0,215.0,1990-01-18,CAN,2008.0,1.0,4.0,R,26,"[98, 96, 84, 86, 95]","[90, 100, 85, 97, 96]","[83, 51, 10, 12, 59]","['STL', 'STL', 'STL', 'STL', 'STL']"
2016-2017,Alexander Edler,VAN,D,13.1,30.6,16.6,56.8,94.0,60.7,49.8,24.5,33.6,9.6,54.6,26.6,33.6,24.5,87.3,200,160,192,49.0,11.0,91,116,174,153,191,105,169,153,174,30,229,111,167,First Pair,68.0,1653.3333333333333,6.0,15.0,21.0,5.272550352942435,43.43434343434344,45.20378341403936,8471303,D,76.0,210.0,1986-04-21,SWE,2004.0,3.0,91.0,L,30,"[55, 15, 19, 26, 10]","[64, 12, 24, 27, 33]","[13, 43, 63, 34, 6]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
